children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-1636.785529,28,masters degree,0,civil partnership,1,F,civil servant,0,233244.8125,transactions with the residential real estate
0,-1569.853258,49,secondary education,1,married,0,F,employee,0,114075.9605,second-hand car purchase
3,-2082.025705,40,MASTERS DEGREE,0,married,0,F,partner,0,401253.1939,cars
0,-1012.444487,47,secondary education,1,married,0,F,employee,0,119846.6742,transactions with my real estate
0,-3813.484459,46,Masters Degree,0,married,0,M,partner,0,326343.8555,property
1,-4057.731159,44,secondary education,1,divorced,3,M,employee,0,136031.2143,housing
0,-4719.273476,61,secondary education,1,unmarried,4,F,employee,0,1715018.393,purchase of the house for my family
0,-1200.444662,59,SECONDARY EDUCATION,1,married,0,M,employee,0,211936.718,purchase of the house
1,-145.0171563,34,secondary education,1,married,0,F,employee,0,75791.28634,transactions with the residential real estate
0,-4330.523766,38,SECONDARY EDUCATION,1,married,0,F,partner,0,103146.9141,building a property
0,-2767.372623,53,SECONDARY EDUCATION,1,married,0,F,employee,0,59859.25245,getting higher education
0,-4052.379558,49,secondary education,1,married,0,M,partner,0,165945.0615,construction of own property
0,,59,masters degree,0,married,0,F,retiree,0,,cars
0,-2947.475067,48,masters degree,0,unmarried,4,M,partner,0,298917.5656,buying property for renting out
1,-1291.990105,37,bachelor degree,2,married,0,M,employee,0,211965.5211,buy commercial real estate
1,-1090.502546,33,masters degree,0,married,0,M,partner,0,267032.9733,buying my own car
0,347548.8375,61,secondary education,1,married,0,M,retiree,0,66632.21765,going to university
1,-162.5771921,36,secondary education,1,married,0,F,civil servant,0,59536.3865,housing
0,,26,masters degree,0,unmarried,4,F,employee,0,,education
2,-2856.667959,43,Secondary Education,1,married,0,F,employee,0,79386.62654,education
2,,33,secondary education,1,married,0,F,employee,0,,cars
2,,36,secondary education,1,civil partnership,1,F,employee,0,,buying property for renting out
1,-684.0589036,38,Secondary Education,1,married,0,M,employee,0,224233.0496,buy real estate
0,-10158.85766,49,secondary education,1,married,0,F,employee,0,103564.7182,purchase of the house for my family
1,-1264.290386,42,secondary education,1,married,0,F,employee,0,133987.018,property
0,-4643.787202,61,secondary education,1,civil partnership,1,M,employee,0,140190.7149,having a wedding
1,398206.632,40,secondary education,1,married,0,F,retiree,0,39107.90753,getting an education
1,-977.8488196,38,secondary education,1,civil partnership,1,F,partner,0,107145.3068,wedding ceremony
0,354139.0754,56,secondary education,1,civil partnership,1,F,retiree,0,230950.4487,car purchase
1,-4627.838681,31,masters degree,0,civil partnership,1,F,civil servant,0,271685.0877,having a wedding
2,-1052.609842,25,masters degree,0,married,0,F,civil servant,1,131618.0857,construction of own property
0,357344.1781,53,secondary education,1,married,0,F,retiree,0,101934.7491,getting higher education
1,-126.8696453,47,secondary education,1,married,0,F,partner,0,313479.5988,construction of own property
0,-360.4649196,23,SECONDARY EDUCATION,1,unmarried,4,M,partner,0,194972.1471,car purchase
5,-2386.600221,35,secondary education,1,married,0,F,partner,0,204241.8935,housing
0,-1167.710588,24,bachelor degree,2,married,0,M,employee,0,260066.1279,buying my own car
0,-3258.836029,61,secondary education,1,divorced,3,F,employee,0,71318.02378,purchase of my own house
0,-10460.20088,50,SECONDARY EDUCATION,1,civil partnership,1,F,civil servant,0,171935.1181,supplementary education
0,-1382.481573,51,secondary education,1,married,0,M,employee,1,133134.6584,real estate transactions
2,-1184.327177,33,secondary education,1,married,0,M,employee,0,178893.1163,construction of own property
0,-13264.14214,55,bachelor degree,2,civil partnership,1,M,employee,0,152595.688,having a wedding
1,-2608.720205,45,secondary education,1,married,0,F,employee,0,88529.07033,purchase of the house for my family
2,-3296.759962,39,SECONDARY EDUCATION,1,married,0,F,paternity / maternity leave,1,53829.13073,car
1,-1299.37727,32,secondary education,1,married,0,M,employee,1,74808.56735,getting higher education
0,-4773.033473,59,secondary education,1,married,0,F,employee,0,124346.7966,to become educated
2,-1558.478039,26,masters degree,0,married,0,F,partner,1,205189.7464,purchase of the house
0,-4591.706053,41,secondary education,1,unmarried,4,F,employee,0,158468.5752,profile education
0,-5135.700431,42,MASTERS DEGREE,0,civil partnership,1,F,employee,0,482940.7038,buying my own car
0,-1444.900455,34,masters degree,0,married,0,M,employee,0,173166.9175,education
0,346119.7576,57,secondary education,1,widow / widower,2,F,retiree,1,254006.1861,going to university
0,-3581.497503,56,secondary education,1,widow / widower,2,F,employee,0,271509.5825,housing
0,-1960.33156,44,secondary education,1,married,0,M,partner,0,309412.9685,property
0,-2857.54159,27,masters degree,0,married,0,F,civil servant,0,140116.7567,purchase of a car
1,-2318.663697,30,secondary education,1,married,0,M,partner,0,160013.4077,purchase of the house
0,-1765.796459,51,secondary education,1,married,0,F,employee,0,148925.9517,property renovation
2,-1037.693867,33,SECONDARY EDUCATION,1,married,0,F,employee,1,165432.4253,university education
0,-1019.065321,45,secondary education,1,married,0,F,partner,0,217241.5153,to get asupplementary education
0,-4595.317076,56,secondary education,1,married,0,F,civil servant,0,99614.33837,cars
0,-1570.016573,27,masters degree,0,civil partnership,1,F,partner,0,201691.239,education
0,-917.6573307,28,secondary education,1,married,0,F,partner,1,75741.35085,property renovation
0,-1916.670952,25,masters degree,0,married,0,M,partner,0,196052.8142,housing transactions
0,-1093.022636,58,secondary education,1,married,0,F,employee,0,162701.0221,housing transactions
1,-864.9839904,53,masters degree,0,divorced,3,F,partner,0,68583.04412,buy real estate
0,-435.8047757,35,secondary education,1,unmarried,4,M,employee,0,172292.2823,getting an education
1,-2927.137488,34,secondary education,1,unmarried,4,F,employee,0,138653.5683,transactions with the residential real estate
2,-1171.749055,31,secondary education,1,married,0,F,employee,0,215631.3406,car
0,,50,secondary education,1,unmarried,4,M,partner,0,,purchase of the house for my family
1,-2240.944422,26,primary education,3,married,0,M,employee,0,175780.9731,buying property for renting out
2,-1762.667772,37,secondary education,1,civil partnership,1,M,employee,0,86651.30979,wedding ceremony
0,350980.0438,52,masters degree,0,widow / widower,2,F,retiree,0,86110.47049,car purchase
2,-197.5822228,38,masters degree,0,divorced,3,F,partner,0,103092.7912,purchase of the house for my family
0,-3235.885835,58,secondary education,1,married,0,F,employee,0,90752.02674,getting an education
2,-1988.584292,42,Masters Degree,0,married,0,F,employee,0,288917.6659,building a property
1,,35,secondary education,1,unmarried,4,F,partner,0,,buying property for renting out
0,-1571.340941,57,bachelor degree,2,married,0,M,employee,0,119500.4253,construction of own property
0,-193.1517851,30,secondary education,1,unmarried,4,M,employee,1,101516.605,transactions with my real estate
1,-1255.289849,27,secondary education,1,unmarried,4,M,employee,0,101445.339,buying my own car
0,-2415.737442,27,secondary education,1,unmarried,4,M,employee,0,174096.5137,getting an education
1,-1333.326773,59,secondary education,1,unmarried,4,F,employee,0,134869.0422,car
0,,52,secondary education,1,married,0,F,employee,0,,buy real estate
0,345955.4754,68,secondary education,1,widow / widower,2,F,retiree,0,138792.9229,transactions with the residential real estate
0,371081.4926,55,secondary education,1,civil partnership,1,F,retiree,0,117894.9554,real estate transactions
0,-125.7701778,56,secondary education,1,married,0,M,employee,0,124824.7547,property renovation
1,-1509.592329,28,secondary education,1,married,0,F,employee,1,68003.99941,housing
1,-820.1047773,44,secondary education,1,married,0,F,employee,0,108953.0665,property
0,330759.1279,60,secondary education,1,married,0,F,retiree,0,70393.65646,to buy a car
2,-3919.449417,40,secondary education,1,unmarried,4,M,partner,0,133362.3004,real estate transactions
0,-3194.84103,34,masters degree,0,unmarried,4,F,partner,0,110523.1202,housing
0,-4412.753314,44,secondary education,1,married,0,F,employee,1,121471.0928,buying property for renting out
1,-1292.221018,30,masters degree,0,married,0,F,civil servant,0,192785.755,getting higher education
0,-2664.855827,57,masters degree,0,married,0,F,partner,0,406914.1815,to buy a car
0,-184.5568809,24,secondary education,1,civil partnership,1,F,partner,1,130445.5936,to become educated
1,-133.1793074,33,secondary education,1,divorced,3,F,partner,0,116220.0907,buying my own car
0,-5301.773011,47,MASTERS DEGREE,0,unmarried,4,F,partner,0,253236.1207,building a property
1,,44,masters degree,0,married,0,F,employee,0,,purchase of the house
0,-4413.772719,41,secondary education,1,married,0,M,partner,0,103281.7121,to become educated
0,-132.1040439,41,Secondary Education,1,married,0,F,employee,0,71035.90779,buy residential real estate
0,389140.4376,60,SECONDARY EDUCATION,1,married,0,M,retiree,0,87524.90247,to buy a car
0,-1994.575008,41,secondary education,1,married,0,M,employee,0,273891.4119,housing transactions
1,379878.0073,52,secondary education,1,married,0,F,retiree,0,92997.47076,going to university
0,-3222.388623,28,MASTERS DEGREE,0,civil partnership,1,F,civil servant,0,174622.6085,having a wedding
3,336350.4823,42,secondary education,1,married,0,M,retiree,0,132710.7403,to own a car
0,-630.0956489,47,masters degree,0,married,0,F,partner,0,167808.3031,cars
0,396900.6336,63,secondary education,1,widow / widower,2,F,retiree,0,109682.4935,buy real estate
0,385080.4684,62,secondary education,1,married,0,F,retiree,0,135789.0303,supplementary education
0,-6219.157426,46,secondary education,1,married,0,F,employee,0,141530.0454,getting an education
0,-13976.80688,58,masters degree,0,unmarried,4,F,employee,0,112894.4406,buying a second-hand car
0,-2749.18324,27,masters degree,0,unmarried,4,M,employee,0,272065.2135,second-hand car purchase
1,,38,secondary education,1,married,0,F,employee,0,,cars
1,-2161.657933,34,secondary education,1,married,0,M,partner,0,259708.0078,buying property for renting out
1,-773.5689282,51,masters degree,0,unmarried,4,F,partner,0,217548.055,getting an education
0,,32,masters degree,0,married,0,F,civil servant,0,,car purchase
0,-3547.56749,43,secondary education,1,civil partnership,1,F,employee,0,89939.71739,real estate transactions
3,-294.4224196,36,secondary education,1,civil partnership,1,F,employee,0,167996.5051,to have a wedding
0,,50,masters degree,0,married,0,F,employee,1,,construction of own property
0,-4779.004693,53,masters degree,0,divorced,3,M,partner,0,331875.5452,car purchase
0,371626.4788,56,masters degree,0,divorced,3,F,retiree,0,122796.4004,second-hand car purchase
2,-2529.633034,29,secondary education,1,married,0,F,partner,0,385531.1531,education
1,-488.6761993,41,secondary education,1,divorced,3,F,employee,0,159083.612,second-hand car purchase
0,348135.7778,58,secondary education,1,widow / widower,2,F,retiree,0,293773.2042,housing
1,-2706.976924,32,primary education,3,divorced,3,F,employee,1,102532.1199,purchase of the house
0,-2720.291484,54,masters degree,0,married,0,F,partner,0,112288.2574,to become educated
1,-2031.503754,45,secondary education,1,unmarried,4,F,civil servant,0,48573.5883,purchase of a car
0,393429.5161,56,secondary education,1,married,0,F,retiree,0,59966.40599,real estate transactions
0,337117.7965,68,secondary education,1,civil partnership,1,M,retiree,0,73719.09149,car purchase
0,-1659.363127,39,masters degree,0,married,0,M,partner,0,313664.6453,supplementary education
1,-3001.066624,26,bachelor degree,2,married,0,F,employee,0,94726.65815,car purchase
1,-1092.554837,27,masters degree,0,divorced,3,M,partner,0,514845.2495,buying a second-hand car
0,-2401.954568,50,secondary education,1,divorced,3,F,employee,0,164027.0798,to get asupplementary education
0,359738.6038,63,Secondary Education,1,married,0,M,retiree,0,166829.9796,to get asupplementary education
2,-312.0246352,39,secondary education,1,civil partnership,1,M,employee,0,86590.03144,having a wedding
2,-2506.109769,43,masters degree,0,married,0,F,partner,0,303230.3056,transactions with the residential real estate
0,-703.1238604,37,masters degree,0,married,0,M,employee,0,152181.2063,buying a second-hand car
0,-2131.180354,36,secondary education,1,unmarried,4,F,employee,0,218958.9351,to buy a car
2,-481.6745718,30,secondary education,1,married,0,F,employee,0,64748.43352,purchase of the house for my family
0,,53,masters degree,0,civil partnership,1,F,employee,0,,wedding ceremony
0,-1699.357521,36,masters degree,0,civil partnership,1,F,employee,0,174945.3094,to have a wedding
0,336848.369,68,secondary education,1,married,0,F,retiree,0,142043.3335,buying a second-hand car
0,-266.1076034,44,secondary education,1,married,0,F,partner,0,69609.86925,profile education
0,,51,secondary education,1,married,0,F,partner,0,,construction of own property
2,-446.7176902,26,secondary education,1,married,0,F,employee,0,119181.0775,supplementary education
